,prep,prep_pp,pp,defart_pp,htah,adj,verb,at_user,geotag
51267,0,0,4,1,0,1,1,1,NewYork
51268,1,1,7,1,0,1,2,0,NewYork
51269,0,0,6,0,0,2,3,0,NewYork
51270,0,0,5,0,0,1,0,1,NewYork
51271,2,0,6,0,0,2,2,2,NewYork
51272,3,0,9,0,0,2,2,1,NewYork
51273,0,0,1,0,0,1,0,1,NewYork
51274,1,0,5,0,0,0,0,1,NewYork
51275,0,0,1,0,0,0,0,0,NewYork
51276,1,0,4,0,0,1,6,1,NewYork
51277,1,0,4,1,0,2,3,1,NewYork
51278,1,0,2,0,0,1,1,1,NewYork
51279,1,0,2,0,0,1,1,0,NewYork
51280,1,0,3,0,1,3,4,1,NewYork
51281,2,0,2,0,0,1,3,0,NewYork
51282,1,1,4,0,0,1,4,2,NewYork
51283,0,0,1,0,0,2,2,0,NewYork
51284,0,0,8,0,0,4,0,1,NewYork
51285,0,0,1,0,0,1,1,1,NewYork
51286,0,0,3,0,0,3,3,1,NewYork
51287,3,0,4,1,0,2,2,1,NewYork
51288,0,0,1,0,0,1,0,1,NewYork
51289,1,0,5,1,0,1,3,1,NewYork
51290,0,0,6,0,0,1,1,1,NewYork
51291,1,1,3,0,0,1,1,1,California
51292,0,0,4,0,0,1,2,1,California
51293,3,0,3,1,0,1,3,1,California
51294,2,0,1,0,0,2,2,1,California
51295,0,0,2,0,0,1,0,1,California
51296,4,2,7,1,0,0,2,0,California
51297,3,1,7,1,0,0,6,1,California
51298,2,0,8,1,0,1,5,1,California
51299,3,0,3,0,0,1,3,1,California
51300,4,1,6,1,0,2,3,1,California
51301,1,0,3,1,0,1,1,1,California
51302,0,0,2,0,0,0,0,1,California
51303,0,0,5,0,1,3,5,0,California
51304,2,0,4,1,1,2,2,0,California
51305,4,1,5,0,2,2,5,0,California
51306,0,0,1,0,0,0,0,0,California
51307,3,1,8,2,0,1,4,1,California
51308,2,1,9,0,0,2,6,1,California
51309,3,0,3,1,0,2,2,1,California
51310,0,0,2,0,0,1,2,0,California
51311,0,0,5,0,0,0,0,0,NewYork
51312,1,0,2,0,0,1,3,1,NewYork
51313,1,0,4,0,0,0,6,0,NewYork
51314,1,0,4,0,0,1,0,1,NewYork
51315,1,1,5,0,0,1,3,0,NewYork
51316,0,0,0,0,0,0,4,1,NewYork
51317,0,0,1,0,0,0,1,1,NewYork
51318,0,0,0,0,0,2,1,1,NewYork
51319,1,0,2,0,0,1,4,1,NewYork
51320,0,0,1,0,0,0,0,1,NewYork
51321,1,0,3,0,0,1,0,0,NewYork
51322,1,0,0,0,0,1,2,0,NewYork
51323,1,0,5,0,1,2,5,0,NewYork
51324,2,1,10,0,0,0,3,1,NewYork
51325,0,0,2,0,2,5,2,1,NewYork
51326,0,0,2,0,0,0,1,1,NewYork
51327,1,0,4,0,0,3,1,1,NewYork
51328,0,0,1,0,0,0,1,0,NewYork
51329,2,1,3,0,0,1,2,1,NewYork
51330,0,0,1,0,0,1,1,1,NewYork
51331,1,0,2,0,0,1,0,1,NewYork
51332,3,1,2,0,0,0,3,1,NewYork
51333,0,0,2,0,1,0,1,1,NewYork
51334,0,0,2,0,0,1,1,1,NewYork
51335,0,0,2,0,0,0,2,1,NewYork
51336,0,0,1,0,0,0,0,1,NewYork
51337,0,0,2,0,0,1,1,1,NewYork
51338,2,0,4,0,0,2,7,1,NewYork
51339,0,0,2,0,0,0,1,1,NewYork
51340,0,0,4,0,0,0,2,1,NewYork
51341,1,0,2,0,0,0,1,1,NewYork
51342,0,0,1,0,0,0,0,1,NewYork
51343,1,0,1,0,0,0,0,1,NewYork
51344,0,0,1,0,0,0,3,1,NewYork
51345,0,0,3,0,0,1,1,1,NewYork
51346,0,0,1,0,0,0,0,1,NewYork
51347,0,0,2,0,0,1,0,0,NewYork
51348,0,0,5,0,0,0,1,0,NewYork
51349,0,0,2,0,1,1,2,0,NewYork
51350,0,0,3,0,0,0,1,1,NewYork
51351,1,0,2,1,0,0,0,1,NewYork
51352,0,0,2,0,0,2,1,1,NewYork
51353,1,0,3,0,0,2,0,1,NewYork
51354,2,0,8,0,0,5,4,0,NewYork
51355,3,1,3,0,0,1,4,2,NewYork
51356,1,0,3,0,0,3,3,1,NewYork
51357,1,0,5,0,0,3,4,2,NewYork
51358,4,1,6,0,0,1,1,1,NewYork
51359,0,0,1,0,0,0,1,1,NewYork
51360,2,0,1,1,0,0,2,1,NewYork
51361,3,1,4,2,0,1,0,1,NewYork
51362,0,0,8,1,1,1,1,1,NewYork
51363,1,0,7,0,1,4,4,1,NewYork
51364,2,0,3,0,1,0,3,1,NewYork
51365,0,0,2,0,1,1,2,0,NewYork
51366,2,0,7,0,1,2,5,1,NewYork
51367,1,0,3,0,1,1,4,2,NewYork
51368,3,0,1,0,0,0,2,1,NewYork
51369,1,0,3,0,0,1,0,1,NewYork
51370,0,0,3,0,0,0,0,1,NewYork
51371,2,0,7,0,2,1,6,1,NewYork
51372,0,0,1,0,0,1,0,1,NewYork
51373,2,1,6,0,0,1,4,0,NewYork
51374,1,0,4,0,2,1,4,1,NewYork
51375,1,0,3,1,0,0,2,0,NewYork
51376,1,0,6,1,1,1,6,1,NewYork
51377,2,0,4,0,0,2,4,1,NewYork
51378,2,0,2,0,0,1,5,1,NewYork
51379,1,0,8,1,0,0,7,0,NewYork
51380,2,0,1,0,0,1,6,1,NewYork
51381,0,0,1,0,0,0,0,1,NewYork
51382,2,0,6,0,1,3,6,0,NewYork
51383,0,0,2,0,0,0,1,1,NewYork
51384,4,0,6,1,0,1,5,0,NewYork
51385,2,0,6,0,0,0,2,1,NewYork
51386,1,0,3,0,0,0,1,1,NewYork
51387,2,0,5,0,2,0,7,0,NewYork
51388,1,0,6,1,0,2,6,1,NewYork
51389,1,0,4,0,1,1,3,0,NewYork
51390,2,0,4,1,1,2,4,0,NewYork
51391,2,0,4,1,1,1,2,0,NewYork
51392,0,0,4,0,0,2,4,1,NewYork
51393,0,0,1,0,0,1,1,1,NewYork
51394,1,0,2,0,0,2,4,1,NewYork
51395,3,0,4,0,0,3,4,2,NewYork
51396,3,2,5,0,0,2,1,2,NewYork
51397,1,0,2,0,0,0,4,1,NewYork
51398,4,1,5,3,0,4,5,1,NewYork
51399,1,0,2,0,0,0,3,1,NewYork
51400,0,0,1,0,0,1,1,1,NewYork
51401,3,1,6,0,0,2,6,1,NewYork
51402,2,2,5,0,0,0,1,1,NewYork
51403,2,1,3,0,0,4,8,0,NewYork
51404,2,0,0,0,0,0,0,1,NewYork
51405,0,0,2,0,0,0,0,1,NewYork
51406,2,0,3,0,0,1,3,1,NewYork
51407,0,0,0,0,0,0,1,1,NewYork
51408,0,0,2,0,0,0,0,1,NewYork
51409,1,0,2,0,0,0,1,1,NewYork
51410,1,0,3,0,1,0,5,0,NewYork
51411,3,0,4,0,0,4,5,1,NewYork
51412,4,1,5,0,0,1,4,1,NewYork
51413,2,0,1,0,0,0,4,2,NewYork
51414,1,0,4,0,0,1,6,2,NewYork
51415,0,0,1,0,0,0,2,1,NewYork
51416,0,0,5,0,0,2,3,4,NewYork
51417,0,0,5,0,0,4,5,2,NewYork
51418,1,0,5,0,1,3,2,2,NewYork
51419,0,0,2,0,1,1,2,1,NewYork
51420,1,0,3,0,1,2,0,1,NewYork
51421,1,0,2,0,0,0,2,2,NewYork
51422,0,0,3,0,0,0,0,1,NewYork
51423,0,0,1,0,0,0,0,1,NewYork
51424,2,0,2,1,0,1,2,1,NewYork
51425,1,0,0,0,0,0,3,2,NewYork
51426,3,2,4,0,0,0,6,1,NewYork
51427,4,2,5,1,0,0,2,0,NewYork
51428,1,0,0,0,0,0,2,1,NewYork
51429,3,0,4,0,0,2,3,0,NewYork
51430,1,0,2,0,1,0,3,1,NewYork
51431,3,0,4,0,0,1,1,2,NewYork
51432,0,0,0,0,0,0,2,1,NewYork
51433,1,0,1,1,0,0,1,1,NewYork
51434,2,0,3,0,0,0,0,0,NewYork
51435,0,0,1,0,0,1,3,1,NewYork
51436,1,0,2,0,1,1,5,0,NewYork
51437,2,1,6,0,0,0,2,2,NewYork
51438,0,0,1,0,0,0,0,1,NewYork
51439,1,0,2,1,1,1,2,1,NewYork
51440,1,0,4,0,2,0,3,0,NewYork
51441,1,1,3,0,0,1,1,1,NewYork
51442,1,0,7,0,0,4,1,1,NewYork
51443,0,0,2,0,0,1,1,1,NewYork
51444,1,0,3,1,0,0,5,1,NewYork
51445,0,0,7,1,1,2,2,0,NewYork
51446,1,1,5,0,0,2,4,1,NewYork
51447,4,1,5,0,0,1,5,1,NewYork
51448,1,0,6,0,0,1,5,2,NewYork
51449,3,0,4,0,0,6,2,2,NewYork
51450,0,0,0,0,0,1,0,1,NewYork
51451,0,0,1,0,0,0,0,1,NewYork
51452,1,1,8,0,0,2,3,1,NewYork
51453,0,0,4,1,0,1,2,1,NewYork
51454,3,0,5,1,1,1,1,0,NewYork
51455,0,0,2,0,1,0,1,1,NewYork
51456,1,0,3,1,1,2,4,1,NewYork
51457,0,0,1,0,0,0,0,0,NewYork
51458,1,0,2,0,0,4,2,1,NewYork
51459,0,0,4,0,0,0,3,1,NewYork
51460,1,0,7,0,0,3,5,2,NewYork
51461,0,0,3,0,1,0,0,0,NewYork
51462,0,0,2,0,1,1,0,0,NewYork
51463,0,0,2,0,1,1,0,0,NewYork
51464,0,0,2,0,1,0,1,0,NewYork
51465,0,0,3,0,1,0,0,0,NewYork
51466,4,2,8,1,1,1,4,1,NewYork
51467,1,0,2,0,0,0,0,1,NewYork
51468,2,1,6,0,1,0,3,1,NewYork
51469,0,0,6,0,1,1,1,0,NewYork
51470,2,0,6,0,0,2,4,2,NewYork
51471,3,2,8,0,2,3,2,1,NewYork
51472,0,0,2,0,0,0,1,0,NewYork
51473,2,0,5,0,0,2,2,1,NewYork
51474,1,0,7,0,0,3,6,1,NewYork
51475,3,0,7,1,1,3,7,0,NewYork
51476,0,0,1,0,0,0,0,1,NewYork
51477,3,1,2,0,0,1,1,0,NewYork
51478,3,1,10,0,0,1,4,1,California
51479,1,0,2,0,0,1,1,1,California
51480,0,0,2,0,0,0,0,1,California
51481,2,0,2,0,0,0,6,1,California
51482,4,0,5,2,0,1,5,1,California
51483,0,0,5,0,0,0,1,1,California
51484,2,0,10,1,1,1,2,1,California
51485,1,0,3,1,0,1,0,1,California
51486,2,0,5,1,0,0,1,1,California
51487,1,0,5,0,0,0,4,0,California
51488,2,0,4,0,0,1,4,1,California
51489,1,0,2,0,0,0,2,1,California
51490,0,0,2,0,0,0,1,1,California
51491,0,0,1,0,0,1,2,1,California
51492,0,0,1,0,0,1,0,1,California
51493,0,0,0,0,0,1,0,1,California
51494,1,0,2,1,0,1,0,0,California
51495,2,0,6,0,0,1,2,2,California
51496,1,0,2,0,0,1,0,1,California
51497,0,0,1,0,0,0,0,1,California
51498,1,0,1,0,0,0,1,0,California
51499,0,0,3,0,0,0,0,1,California
51500,0,0,0,0,1,0,1,9,California
51501,3,0,4,1,0,1,4,0,California
51502,3,0,2,0,0,1,2,1,California
51503,6,3,9,0,1,3,2,1,California
51504,1,0,3,0,0,0,2,0,California
51505,0,0,3,0,0,0,0,1,California
51506,0,0,3,0,0,3,2,1,California
51507,1,0,2,0,0,3,2,0,California
51508,1,1,10,2,0,0,3,1,California
51509,0,0,3,1,0,2,3,1,California
51510,2,0,4,0,0,0,4,1,California
51511,0,0,1,0,1,0,0,1,California
51512,2,1,2,0,0,1,7,0,California
51513,1,1,10,0,0,1,4,0,California
51514,0,0,2,0,1,0,0,1,California
51515,1,0,9,0,0,3,4,2,California
51516,0,0,7,0,0,0,1,1,California
51517,0,0,3,0,0,2,3,3,California
51518,2,0,0,0,0,0,1,1,California
51519,3,0,10,0,0,4,7,0,California
51520,1,0,5,0,1,1,1,0,California
51521,1,0,13,0,1,6,3,1,California
51522,1,1,6,0,0,2,3,1,California
51523,1,0,4,0,1,0,2,0,California
51524,2,0,3,0,0,0,1,0,California
51525,0,0,11,0,2,2,3,1,California
51526,0,0,1,0,2,1,1,1,California
51527,3,2,13,0,1,2,4,0,California
51528,1,0,2,0,0,2,6,2,California
51529,0,0,6,0,1,0,0,0,California
51530,2,0,7,1,1,0,0,1,California
51531,1,0,2,0,1,0,1,0,California
51532,2,0,7,1,0,3,8,0,California
51533,0,0,6,0,1,2,3,0,California
51534,0,0,9,0,1,2,1,0,California
51535,3,3,7,0,3,1,1,0,California
51536,1,0,6,0,2,3,1,0,California
51537,1,0,6,0,0,1,3,0,California
51538,3,1,6,0,1,1,5,1,California
51539,0,0,1,0,0,3,1,1,California
51540,1,1,3,0,0,2,4,1,California
51541,0,0,3,0,0,2,2,1,California
51542,1,0,7,0,1,3,4,0,California
51543,0,0,3,0,0,1,1,1,California
51544,0,0,4,0,2,1,3,0,California
51545,1,1,6,0,2,1,4,0,California
51546,1,0,1,0,0,1,3,0,California
51547,2,0,4,0,1,2,4,2,California
51548,2,0,8,0,0,0,3,2,California
51549,0,0,1,0,0,2,1,1,California
51550,2,0,4,0,0,1,1,2,California
51551,0,0,1,0,1,0,0,0,California
51552,1,0,9,0,1,2,3,1,California
51553,2,1,4,0,1,0,3,2,California
51554,3,0,5,1,0,5,3,1,California
51555,1,0,5,0,0,3,4,1,California
51556,1,0,2,0,1,1,0,0,California
51557,2,1,4,0,2,1,4,0,California
51558,2,0,4,1,0,1,3,1,California
51559,2,0,7,0,1,4,5,0,California
51560,1,0,4,0,0,2,5,0,California
51561,1,0,3,0,0,0,2,0,California
51562,1,0,3,0,1,0,0,0,California
51563,0,0,1,0,0,0,1,0,California
51564,0,0,1,0,1,0,1,0,California
51565,0,0,4,0,0,3,1,0,California
51566,1,0,4,0,2,0,1,1,California
51567,1,1,6,0,0,2,1,2,California
51568,0,0,2,1,0,0,2,0,California
51569,3,1,8,0,2,0,2,1,California
51570,2,0,7,0,0,1,5,1,California
51571,1,0,6,0,2,0,3,0,California
51572,1,0,2,0,0,0,0,1,California
51573,1,0,2,0,0,1,1,0,California
51574,4,0,2,0,1,2,6,2,California
51575,0,0,4,0,0,0,2,0,NewYork
51576,0,0,1,1,0,0,0,1,NewYork
51577,0,0,2,0,0,0,1,0,NewYork
51578,1,0,2,0,0,0,2,1,NewYork
51579,2,1,4,0,0,3,4,1,NewYork
51580,3,0,3,0,0,1,3,1,NewYork
51581,0,0,1,0,0,0,4,1,NewYork
51582,1,0,6,0,0,4,5,1,NewYork
51583,1,0,8,1,0,3,5,0,NewYork
51584,0,0,2,0,0,1,0,0,NewYork
51585,0,0,2,0,0,1,5,1,NewYork
51586,2,0,4,0,1,4,4,1,NewYork
51587,2,1,6,0,0,0,4,0,NewYork
51588,0,0,3,0,0,1,3,1,NewYork
51589,2,1,5,0,0,2,4,1,NewYork
51590,0,0,3,0,0,0,2,1,NewYork
51591,0,0,5,0,1,3,2,0,NewYork
51592,0,0,1,0,0,3,3,1,NewYork
51593,0,0,1,0,0,1,0,1,NewYork
51594,0,0,3,0,0,2,1,1,NewYork
51595,1,0,9,3,0,1,3,0,NewYork
51596,1,1,4,0,0,2,1,1,NewYork
51597,2,0,6,0,1,2,3,1,NewYork
51598,1,0,5,0,0,2,3,0,NewYork
51599,0,0,3,1,0,0,2,1,NewYork
51600,0,0,1,0,0,0,2,1,NewYork
51601,0,0,1,0,0,0,2,1,NewYork
51602,1,0,3,1,0,2,2,0,NewYork
51603,3,1,4,1,0,0,3,1,NewYork
51604,2,0,5,0,0,4,2,1,NewYork
51605,1,0,1,0,0,2,3,1,NewYork
51606,0,0,2,0,0,2,1,1,NewYork
51607,0,0,3,0,0,1,1,1,NewYork
51608,0,0,7,0,0,3,7,0,NewYork
51609,0,0,2,0,1,0,1,1,NewYork
51610,2,0,2,0,0,0,2,0,NewYork
51611,1,0,2,0,0,0,1,1,NewYork
51612,1,0,2,0,0,1,1,1,NewYork
51613,0,0,2,0,0,1,5,1,NewYork
51614,0,0,0,0,0,0,2,1,NewYork
51615,0,0,1,0,1,0,2,0,NewYork
51616,2,0,3,0,1,6,4,1,NewYork
51617,1,1,2,0,0,0,0,1,NewYork
51618,0,0,5,0,0,1,1,1,NewYork
51619,0,0,3,0,0,1,2,1,NewYork
51620,0,0,3,0,1,0,2,0,NewYork
51621,0,0,2,0,0,0,0,1,NewYork
51622,2,1,4,1,0,0,1,1,NewYork
51623,1,1,2,0,0,1,2,1,NewYork
51624,0,0,2,0,0,1,3,1,NewYork
51625,1,0,2,1,0,0,3,1,NewYork
51626,0,0,3,0,0,0,1,1,NewYork
51627,5,1,6,0,0,3,3,1,NewYork
51628,0,0,4,0,0,0,2,1,NewYork
51629,1,0,1,0,0,0,2,1,NewYork
51630,3,1,2,0,0,2,3,1,NewYork
51631,0,0,3,0,0,1,4,1,NewYork
51632,2,0,4,0,0,4,3,0,NewYork
51633,0,0,1,0,0,1,0,1,NewYork
51634,1,0,1,0,0,1,2,1,NewYork
51635,0,0,1,0,0,0,0,1,NewYork
51636,1,0,3,0,0,1,0,1,NewYork
51637,1,0,4,1,0,1,1,1,NewYork
51638,2,0,8,0,1,2,5,0,NewYork
51639,2,2,3,0,0,0,0,1,NewYork
51640,1,0,1,0,0,0,3,1,NewYork
51641,2,0,1,0,0,2,3,1,NewYork
51642,0,0,4,0,0,1,1,1,NewYork
51643,2,0,2,0,0,0,1,1,NewYork
51644,0,0,0,0,0,0,1,1,NewYork
51645,1,0,1,0,0,1,4,0,NewYork
51646,1,0,1,0,0,0,0,1,NewYork
51647,0,0,2,0,0,0,0,0,NewYork
51648,0,0,2,1,0,0,1,0,NewYork
51649,2,0,4,0,1,0,1,1,NewYork
51650,3,0,1,0,0,1,3,0,NewYork
51651,0,0,3,0,0,1,0,0,NewYork
51652,0,0,2,0,1,0,0,9,NewYork
51653,1,0,2,0,0,2,0,1,NewYork
51654,0,0,4,0,0,1,0,1,NewYork
51655,2,0,5,1,0,1,1,0,NewYork
51656,1,0,7,1,1,1,1,3,NewYork
51657,0,0,7,0,1,0,2,4,NewYork
51658,3,0,5,0,0,2,2,0,NewYork
51659,1,0,2,0,0,1,4,1,NewYork
51660,2,0,3,0,0,2,3,0,NewYork
51661,1,0,3,0,0,1,1,1,NewYork
51662,2,0,1,0,0,0,1,1,NewYork
51663,1,0,5,0,0,1,2,0,NewYork
51664,3,2,8,0,0,2,3,0,NewYork
51665,1,1,5,0,0,0,2,1,NewYork
51666,0,0,7,0,0,1,3,1,NewYork
51667,0,0,3,0,0,0,0,1,NewYork
51668,1,0,4,0,0,3,2,1,NewYork
51669,2,0,3,0,1,3,5,0,Georgia
51670,2,0,1,0,1,0,4,3,Georgia
51671,3,1,6,1,1,0,4,0,Georgia
51672,2,0,3,0,0,0,2,1,Georgia
51673,2,0,5,1,0,1,1,1,Georgia
51674,2,0,3,0,0,1,1,2,Georgia
51675,2,0,3,0,0,1,1,1,Georgia
51676,3,1,5,0,0,2,7,0,Georgia
51677,0,0,1,1,0,0,2,1,Georgia
51678,0,0,1,0,0,1,0,2,Georgia
51679,4,1,4,0,0,1,4,0,Georgia
51680,0,0,2,0,0,1,2,1,Georgia
51681,1,0,1,0,0,1,1,1,Georgia
51682,2,1,2,0,0,1,4,2,Georgia
51683,2,1,5,0,0,1,3,1,Georgia
51684,1,0,2,0,0,0,3,1,Georgia
51685,0,0,1,0,0,1,1,1,Georgia
51686,0,0,1,0,0,2,1,1,Georgia
51687,1,0,1,0,0,0,2,1,Georgia
51688,1,0,6,0,0,2,6,0,Georgia
51689,0,0,1,0,0,0,0,1,Georgia
51690,1,0,2,0,1,0,2,0,Georgia
51691,1,1,4,0,0,0,2,1,Georgia
51692,1,0,6,1,1,2,5,2,Georgia
51693,0,0,2,0,0,0,2,1,California
51694,2,0,5,0,0,3,4,1,California
51695,2,1,6,0,0,1,5,1,California
51696,2,0,3,0,0,2,1,0,California
51697,2,0,1,0,1,0,0,1,California
51698,1,0,3,0,0,0,0,0,California
51699,1,0,2,2,0,0,2,2,California
51700,1,0,0,0,0,0,0,1,California
51701,0,0,1,0,0,0,1,2,California
51702,1,0,5,1,0,1,1,1,California
51703,0,0,3,0,0,0,1,0,California
51704,0,0,2,1,0,0,1,0,California
51705,2,1,4,1,0,1,4,0,California
51706,1,0,3,0,0,2,1,1,California
51707,0,0,1,0,0,1,2,0,California
51708,1,0,8,2,0,3,5,1,California
51709,0,0,1,0,1,2,2,0,California
51710,1,0,3,0,0,1,2,0,California
51711,2,0,4,0,1,0,2,0,California
51712,0,0,2,0,0,0,0,0,California
51713,0,0,2,0,0,0,1,0,California
51714,1,0,5,2,0,1,3,0,California
51715,1,0,1,0,0,2,7,1,NewYork
51716,0,0,1,0,0,0,1,1,NewYork
51717,2,1,6,0,0,0,3,0,NewYork
51718,0,0,3,0,0,1,0,0,NewYork
51719,0,0,2,0,0,1,4,1,NewYork
51720,0,0,1,0,0,0,0,0,NewYork
51721,2,0,5,0,0,0,4,1,NewYork
51722,0,0,1,0,0,0,0,1,NewYork
51723,0,0,2,0,0,0,1,1,NewYork
51724,0,0,1,0,0,0,0,1,NewYork
51725,1,0,0,0,0,0,2,1,NewYork
51726,0,0,1,0,0,1,2,1,NewYork
51727,0,0,0,0,0,2,0,1,NewYork
51728,0,0,2,0,0,0,1,0,NewYork
51729,2,0,2,0,0,1,1,1,NewYork
51730,0,0,5,0,0,3,3,1,NewYork
51731,1,0,3,1,0,0,1,1,NewYork
51732,0,0,0,0,0,0,1,1,NewYork
51733,2,0,1,0,0,1,2,1,NewYork
51734,0,0,4,0,0,3,1,2,NewYork
51735,1,0,5,1,0,1,2,0,NewYork
51736,0,0,3,0,0,0,2,0,NewYork
51737,0,0,0,0,0,1,0,1,NewYork
51738,0,0,2,0,0,1,1,1,NewYork
51739,0,0,1,0,0,0,0,1,NewYork
51740,1,1,6,0,0,1,3,0,NewYork
51741,0,0,3,0,0,1,1,1,NewYork
51742,0,0,2,0,0,0,0,1,NewYork
51743,2,1,6,0,1,2,1,0,NewYork
51744,2,0,3,0,0,3,3,1,NewYork
51745,4,1,7,0,0,1,4,0,NewYork
51746,5,2,7,0,0,1,5,0,NewYork
51747,3,1,6,0,0,2,3,1,NewYork
51748,0,0,1,0,0,1,0,0,NewYork
51749,0,0,1,0,0,0,0,1,NewYork
51750,0,0,1,0,0,0,1,1,NewYork
51751,1,1,2,0,0,0,0,1,NewYork
51752,3,0,0,0,0,2,3,1,NewYork
51753,1,0,3,0,0,8,5,1,NewYork
51754,3,1,2,0,0,4,6,1,NewYork
51755,1,0,3,0,0,0,2,0,NewYork
51756,2,1,9,0,0,3,4,0,NewYork
51757,4,1,2,0,0,2,4,1,NewYork
51758,1,0,4,0,0,3,5,0,NewYork
51759,0,0,0,0,0,0,0,1,NewYork
51760,1,0,5,0,0,5,5,1,NewYork
51761,1,0,3,0,0,0,2,1,NewYork
51762,2,0,2,0,0,0,2,1,NewYork
51763,1,1,4,0,0,1,5,0,NewYork
51764,0,0,3,0,0,0,0,0,NewYork
51765,2,1,3,0,0,0,2,1,NewYork
51766,0,0,3,0,0,3,0,1,NewYork
51767,5,1,7,1,0,1,8,1,NewYork
51768,1,0,1,0,0,1,2,1,NewYork
51769,0,0,1,0,0,1,1,1,NewYork
51770,1,0,5,1,0,0,2,3,NewYork
51771,1,1,4,0,0,2,1,1,NewYork
51772,0,0,2,0,0,2,2,1,California
51773,1,1,4,0,0,2,3,1,California
51774,1,0,4,0,0,1,1,1,California
51775,0,0,2,0,0,3,0,1,California
51776,0,0,3,0,0,1,1,1,California
51777,1,0,4,0,0,2,3,1,California
51778,0,0,1,0,0,2,1,1,California
51779,0,0,2,0,0,0,2,1,California
51780,1,0,2,0,0,0,1,1,California
51781,0,0,4,0,0,1,1,1,California
51782,1,0,2,0,0,1,2,1,California
51783,3,1,5,0,0,1,2,1,California
51784,0,0,2,0,0,1,0,1,California
51785,0,0,1,0,0,2,1,1,California
51786,0,0,2,0,0,1,0,1,California
51787,0,0,2,0,0,1,1,1,California
51788,1,0,3,0,0,1,0,0,California
51789,1,0,5,0,0,2,1,1,California
51790,0,0,3,0,0,0,2,1,California
51791,0,0,3,0,0,0,1,1,California
51792,1,0,5,2,0,1,1,1,California
51793,1,0,2,0,1,0,1,1,California
51794,1,0,0,0,0,1,0,1,California
51795,0,0,6,0,0,0,1,1,California
51796,4,0,6,0,0,4,4,0,California
51797,2,0,2,0,0,1,3,1,California
51798,1,0,7,1,0,2,2,1,NewYork
51799,0,0,1,0,0,0,0,1,NewYork
51800,3,1,7,1,0,3,7,1,NewYork
51801,0,0,2,0,0,0,0,1,NewYork
51802,0,0,2,0,0,0,0,1,NewYork
51803,0,0,1,0,1,2,1,0,NewYork
51804,1,0,4,1,0,1,3,0,NewYork
51805,0,0,4,0,0,0,0,1,NewYork
51806,3,0,6,1,0,1,1,0,NewYork
51807,3,1,8,0,1,0,4,1,NewYork
51808,0,0,2,0,0,0,1,1,NewYork
51809,3,0,7,0,2,1,3,0,NewYork
51810,3,1,8,1,0,4,3,1,NewYork
51811,0,0,2,0,0,0,3,0,NewYork
51812,1,0,4,0,0,1,2,0,NewYork
51813,1,1,8,0,0,7,3,0,NewYork
51814,0,0,1,0,0,0,0,1,NewYork
51815,1,0,1,0,0,0,0,1,NewYork
51816,0,0,1,0,0,2,0,1,NewYork
51817,0,0,7,1,1,1,2,1,NewYork
51818,1,0,3,0,1,1,0,1,NewYork
51819,4,0,4,0,0,1,5,2,NewYork
51820,1,1,4,0,0,1,1,1,NewYork
51821,4,0,6,0,0,4,4,1,NewYork
51822,1,0,2,0,1,1,0,0,NewYork
51823,1,0,2,0,1,1,1,0,NewYork
51824,1,0,2,0,0,1,1,1,NewYork
51825,0,0,3,1,0,0,1,2,NewYork
51826,1,0,8,0,0,2,2,1,NewYork
51827,0,0,2,0,0,1,1,0,NewYork
51828,0,0,1,1,0,0,1,1,NewYork
51829,0,0,2,0,0,0,1,0,NewYork
51830,0,0,0,0,0,0,0,1,NewYork
51831,0,0,2,0,0,0,0,1,NewYork
51832,0,0,8,0,0,1,4,1,NewYork
51833,1,0,4,0,1,3,1,0,NewYork
51834,1,0,3,0,0,1,0,1,NewYork
51835,2,1,5,0,0,1,0,0,NewYork
51836,0,0,4,0,0,0,0,1,NewYork
51837,1,0,7,0,0,3,3,1,NewYork
51838,3,0,6,0,0,2,5,0,NewYork
51839,0,0,3,0,0,0,0,1,NewYork
51840,0,0,3,0,0,1,2,1,NewYork
51841,0,0,1,0,0,2,2,1,NewYork
51842,1,0,4,0,0,3,1,1,NewYork
51843,0,0,3,0,0,0,0,1,NewYork
51844,0,0,5,0,0,0,0,1,NewYork
51845,0,0,0,0,0,1,1,1,NewYork
51846,0,0,2,0,0,0,0,1,NewYork
51847,1,0,2,0,0,1,1,1,NewYork
51848,1,0,2,0,0,1,1,1,NewYork
51849,0,0,0,0,0,0,0,1,NewYork
51850,0,0,9,0,1,5,1,0,NewYork
51851,0,0,2,0,0,0,0,1,NewYork
51852,1,0,5,1,0,0,4,3,NewYork
51853,0,0,1,0,0,2,1,1,NewYork
51854,6,1,11,0,0,4,3,1,NewYork
51855,4,2,6,0,0,4,5,1,NewYork
51856,0,0,2,0,0,0,0,1,NewYork
51857,0,0,2,0,0,0,1,1,NewYork
51858,0,0,2,0,0,0,0,1,NewYork
51859,0,0,1,0,0,1,0,1,NewYork
51860,0,0,2,0,1,0,4,1,NewYork
51861,3,0,11,0,0,3,3,1,NewYork
51862,0,0,4,0,1,1,2,5,NewYork
51863,1,0,1,0,0,2,1,0,NewYork
51864,2,0,9,0,0,2,7,0,Georgia
51865,4,1,4,2,0,4,5,0,Georgia
51866,1,1,3,0,0,1,1,1,Georgia
51867,1,0,5,0,2,4,6,0,Georgia
51868,2,1,6,0,0,1,0,1,Georgia
